Game Type,Home,Away,Game,Team,Squad,Number,ACTION,Danger,Notes,Contested/Uncontested Chance,Period,Strength,,Team Totals All Situations: VAUGHAN KINGS,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,York Simcoe Express,Y,14,P,HD,,,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,York Simcoe Express,Y,89,S,HD,,C,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,Huron Perth Lakers,H,89,S,LD,NO REB,,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,Huron Perth Lakers,H,10,B,LD,,,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,York Simcoe Express,Y,25,D,,,,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,York Simcoe Express,Y,13,CE,,,,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,York Simcoe Express,Y,13,S,LD,NO REB,,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,Huron Perth Lakers,H,98,CE,,,,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,Huron Perth Lakers,H,98,S,MD,,U,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,Huron Perth Lakers,H,93,CE,,,,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,Huron Perth Lakers,H,93,ASSIST,HD,,,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,Huron Perth Lakers,H,13,GOAL,HD,,U,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,Huron Perth Lakers,H,93,CE,,,,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,Huron Perth Lakers,H,93,S,LD,NO REB,,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,York Simcoe Express,Y,34,CE,,,,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,York Simcoe Express,Y,34,P,MD,,,3,EV,,,,,
OHL Cup,York Simcoe Express,Huron Perth Lakers,York Simcoe Express vs. Huron Perth Lakers,York Simcoe Express,Y,18,S,MD,,C,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,92,S,LD,NO REB,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,16,M,LD,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,34,CE,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,3,CE,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,86,PE,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,82,CE,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,93,D,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,71,D,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,92,D,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,96,D,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,3,M,LD,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,11,D,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,24,UCE,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,10,D,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,87,D,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,16,M,LD,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,44,M,LD,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,80,D,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,12,M,LD,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,73,D,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,73,S,LD,NO REB,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,61,D,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,16,PE,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,84,CE,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,24,M,LD,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,24,D,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,80,CE,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,10,M,LD,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,22,B,LD,,,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,12,CE,,,,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,24,CE,,,,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,92,PE,,,,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,84,CE,,,,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,84,P,HD,,,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,16,S,HD,,U,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,92,S,LD,NO REB,,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,24,GOAL,LD,,,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,71,D,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,24,CE,,,,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,98,P,MD,,,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,78,S,MD,,C,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,78,S,HD,,C,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,88,S,LD,NO REB,,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,88,S,LD,NO REB,,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,11,D,,,,1,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,84,UCE,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,34,CE,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,87,S,LD,NO REB,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,61,M,LD,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,61,CE,,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,3,S,LD,NO REB,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,67,M,LD,,,1,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,24,S,LD,REB,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,12,S,HD,,C,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,78,M,HD,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,24,M,LD,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,96,CE,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,11,CE,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,11,D,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,24,D,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,80,PE,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,86,CE,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,44,D,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,12,D,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,44,D,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,12,D,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,11,D,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,96,D,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,44,M,LD,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,87,M,LD,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,11,S,LD,NO REB,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,3,B,LD,,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,11,PE,,,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,96,CE,,,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,47,B,LD,,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,34,CE,,,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,80,PE,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,86,CE,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,86,B,LD,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,11,B,LD,,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,96,CE,,,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,11,P,HD,,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,14,S,HD,,C,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,11,S,HD,,C,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,11,B,LD,,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,34,CE,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,34,B,HD,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,73,S,LD,NO REB,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,88,PE,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,78,CE,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,12,S,LD,NO REB,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,96,M,LD,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,3,B,LD,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,78,CE,,,,2,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,8,M,LD,,,2,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,80,CE,,,,2,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,84,D,,,,2,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,14,POST,MD,,C,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,14,B,LD,,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,3,S,LD,NO REB,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,87,S,MD,,C,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,82,CE,,,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,34,S,LD,NO REB,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,34,B,LD,,,2,PK,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,FALSE,,,,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,FALSE,,,,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,FALSE,,,,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,FALSE,,,,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,FALSE,,,,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,84,CE,,,,3,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,16,P,HD,,,3,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,84,M,HD,,,3,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,92,D,,,,3,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,98,POST,LD,,,3,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,87,CE,,,,3,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,88,CE,,,,3,PP,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,8,D,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,16,CE,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,14,CE,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,34,CE,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,34,P,MD,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,73,B,MD,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,22,D,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,61,S,HD,,C,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,82,P,MD,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,44,D,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,80,CE,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,10,B,LD,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,67,B,LD,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,14,D,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,67,B,MD,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,34,CE,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,44,S,LD,NO REB,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,16,D,,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Ajax Pickering Raiders,A,34,B,LD,,,3,EV,,,,,
OHL Cup,Eastern Ontario Wild,Ajax Pickering Raiders,Eastern Ontario Wild vs. Ajax Pickering Raiders,Eastern Ontario Wild,E,12,CE,,,,3,PP,,,,,
